#Table1
ra,dec,u,g,r,i,z
132.644901702459,12.1419909353091,15.39112,14.08302,13.69454,13.59533,13.57268
132.63726914434,12.1396790789618,19.52794,17.27146,15.85194,14.36136,13.52409
132.648215442774,12.1417983178849,23.92612,22.42409,21.92734,21.68957,21.32137
132.639059458822,12.170990877387,14.66854,13.41613,13.05268,13.38887,12.94209
132.636156602767,12.1683611377548,24.67004,21.39838,20.27531,19.70921,19.61858
132.639209129336,12.1746776371645,24.08893,22.21964,21.6678,21.14944,20.42877
132.649734887835,12.1476958547474,16.53244,15.19842,14.74408,14.60159,14.54086
132.651951183401,12.1483771432851,19.11931,17.80899,17.30426,17.1428,17.07828
132.648466911031,12.1560655304678,17.88616,15.99043,15.28384,15.05017,14.92543
132.648472984148,12.1604985717342,17.76599,16.32398,15.78027,15.58911,15.49506
132.677548328424,12.0527870275754,14.76137,13.53315,13.18718,13.58327,13.09118
132.683736182462,12.0522010178494,24.14372,20.88074,19.71546,19.30231,19.01812
132.66040951608,12.1293732970055,14.60596,13.34079,12.98113,14.58057,12.8667
132.6600577446,12.1221361162317,15.12261,13.85325,13.49118,13.40061,13.38481
132.682503265207,12.1279872013445,14.49726,13.52199,9.122836,8.386278,8.838427
132.69404872087,12.1243940085374,22.65663,18.23832,16.84365,16.22376,15.84033
132.679655451368,12.1292530837154,24.6346,25.11437,24.802,14.57593,22.82689
132.660871451223,12.1181998543998,22.95514,21.09177,19.79092,21.60542,18.96311
132.658414421505,12.123999293166,23.42422,21.0435,20.08558,19.79529,19.28584
132.662423471042,12.1262363947544,23.73818,22.75573,21.25792,20.56857,19.96865
132.691379707077,12.1353759704417,24.67247,24.08666,22.10628,20.95155,19.92059
132.667293787051,12.1275703279989,24.01826,23.76206,21.25352,22.27935,21.80567
132.644218224748,12.1996813693169,17.24499,15.5551,14.95246,14.78216,14.70133
132.687148824976,12.0405430434463,18.48532,16.36876,15.52849,15.26639,15.11539
132.692455118118,12.032820730747,14.84538,13.59984,13.23956,14.54915,13.12579
132.688834462519,12.0345051908774,21.70685,18.79528,17.41944,16.79012,16.43207
132.693204629806,12.0301223272055,23.39417,21.59163,19.97514,18.68528,18.18384
132.702876972569,12.0025236408218,14.37728,13.70005,12.87801,12.70043,12.84367
132.701727998784,11.9963484630758,17.59618,15.82286,15.17057,14.95694,14.84522
132.704936139149,12.0071109560077,20.63695,18.53389,17.27399,16.74185,16.47186
132.701396296502,12.0075015775239,23.83857,23.22717,22.86463,21.71522,21.41002
132.702130233734,12.0150417155551,17.02109,15.39139,14.82584,14.65836,14.56927
132.715666345322,12.0068548942573,14.89691,13.6286,13.25527,13.63438,13.13724
132.711568663409,12.0117515848322,20.32867,19.04714,18.61808,18.4559,18.47156
132.719339490267,12.0051093866773,25.51792,23.81927,22.12613,21.009,20.78544
132.702560683588,12.0614708592086,15.05288,13.81533,13.47461,13.77115,13.35841
132.701557136504,12.064366947975,23.13369,19.90417,18.44555,17.59089,17.17193
132.699780957051,12.06362701693,24.73032,22.22425,20.70865,19.9385,19.82585
132.701889094018,12.0572443252462,24.90246,23.26241,22.2344,21.84744,21.26423
132.707570791982,12.0394063229482,18.47865,16.97495,16.40151,16.20167,16.08784
132.691590269557,12.1172115613867,16.60573,15.45564,15.07055,14.95114,14.89672
132.678507411877,12.1936331244759,15.15864,13.22311,12.1407,11.7941,12.31313
132.679669819409,12.2001711731342,26.04523,23.26302,21.38246,20.00617,19.49263
132.686013322174,12.1945326584063,23.34223,25.39342,22.57215,21.3504,22.19401
132.68274686947,12.197628351872,25.1288,23.27848,22.09949,21.51418,22.97401
132.725067142875,12.0102587974868,17.40169,15.63752,15.00753,14.83085,14.74678
132.726662937364,12.0091397452975,19.07048,16.77713,15.83926,15.50464,15.29806
132.724622749288,12.0066603227545,19.28889,17.47737,16.82791,16.62026,16.53885
132.720856196303,12.0608302875086,16.41576,14.92229,14.44231,14.32801,14.28878
132.719258915979,12.0602694102221,17.44853,15.71803,15.08412,14.91094,14.8203
132.717329782656,12.0582991804393,24.11639,23.27622,20.82052,19.4902,18.91837
132.689880824504,12.1777066591779,16.73215,15.02503,14.39778,14.21587,14.12203
132.687318219502,12.1879304630823,16.8656,15.53751,15.07116,14.94664,14.87923
132.688528524169,12.1892750573452,26.39018,21.67534,19.90599,19.06072,18.66624
132.731682522597,12.0122786583832,17.63417,15.84434,15.184,14.99493,14.90982
132.69594322846,12.1701999471527,14.56882,14.26439,12.71758,12.47528,12.74583
132.698576882784,12.164034351974,17.86955,16.70871,16.30245,16.18732,16.14387
132.696456802594,12.1737715008948,25.53251,22.10313,21.1776,20.58242,20.45434
132.588120664405,12.0128541216545,20.40648,18.269,17.32347,16.97866,16.79908
132.588679974939,12.0158096285482,21.18647,20.0912,19.68335,19.46205,19.42304
132.585848458027,12.0305072320594,21.63194,19.10297,17.79931,17.24273,16.94085
132.594920614116,12.0041762932287,18.80599,17.42942,16.95448,16.77329,16.70799
132.596783986742,12.0050820922052,24.48454,24.12424,22.15125,21.5139,21.53087
132.565425174204,12.1406263464709,19.01861,17.89799,17.49935,17.3601,17.30702
132.564495752345,12.154428222023,20.41613,17.89964,16.74181,16.31934,16.1067
132.569533880559,12.1560266463987,25.6718,21.42477,20.20405,18.88688,18.18928
132.579246927734,12.0973110787426,19.08109,16.86024,15.9697,15.67515,15.53386
132.563242047131,12.1623447552783,22.81608,19.3961,18.06544,17.48419,17.15301
132.563159295616,12.1639014216525,24.5297,21.43961,21.12022,20.80121,21.80564
132.562874445273,12.1745989471192,19.09286,16.53559,15.11224,14.38406,13.96454
132.562812293616,12.1757548615123,20.21653,17.62184,16.23259,15.53478,15.16844
132.595081744086,12.0533907448261,19.75529,17.87568,17.21857,16.99275,16.8798
132.615187680935,11.9771491787681,20.81269,18.7968,17.98882,17.6851,17.51359
132.582479406976,12.133519796712,22.16609,19.65342,18.22697,17.47486,17.03007
132.590784706226,12.1151121926993,20.85658,18.55152,17.68424,17.37735,17.22351
132.622741700911,11.9969351715973,20.92335,18.34808,17.20996,16.74837,16.49226
132.605373351557,12.0775567144557,20.61329,18.13431,16.90457,16.4072,16.11666
132.581843355239,12.1807870639259,20.60417,18.58629,17.81101,17.53739,17.40623
132.60077851412,12.1320879867403,20.92917,19.55737,19.06076,18.89207,18.82817
132.596136070278,12.163620661212,21.44822,19.44597,18.59858,18.27613,18.04923
132.615866985149,12.0934850400551,21.95783,19.60227,18.24024,17.64666,17.28054
132.614147748877,12.0923099495611,25.31986,23.00095,21.41553,20.21003,19.54564
132.607849023791,12.1299948034125,20.82599,19.75799,19.45101,19.32604,19.38351
132.644484059425,11.9875855447664,19.77132,18.37636,17.84953,17.67156,17.55502
132.624837055832,12.1078229515921,19.20204,17.43102,16.79353,16.5603,16.43895
132.608949414608,12.1769649204083,19.44461,18.4722,18.13464,18.03646,18.03047
132.610931494332,12.1776930201771,20.80554,19.54641,19.02906,18.85363,18.75189
132.63665387103,12.0857664104073,20.36141,17.65021,16.47669,16.01715,15.68713
132.637085820908,12.0851806112064,21.8342,18.78603,17.41043,16.807,16.50129
132.637963676099,12.0830776542086,22.43853,21.29709,20.82902,20.88922,21.17766
132.654896204275,12.0229779293226,18.63017,16.54812,15.7479,15.49315,15.3431
132.626101856747,12.1600113968727,20.54415,18.40388,17.55383,17.25308,17.05816
132.626703836697,12.1683163431855,21.54144,19.06464,17.70817,17.0318,16.62977
132.630349796561,12.1738290476963,20.59341,19.59286,19.26314,19.09002,19.07791
132.629883922792,12.1822743514297,19.61669,17.93687,17.34129,17.1572,17.09052
132.63377658129,12.1804979339504,19.52191,18.2976,17.83128,17.628,17.55993
132.678154528446,12.0215098870073,20.21346,18.27986,17.54238,17.28358,17.11282
132.657887114462,12.1024036331468,23.13605,19.76256,18.40131,17.11996,16.41888
132.689239266598,11.9969865690437,21.94901,19.14356,17.75166,16.68396,16.12062
132.687198078224,11.996847259516,23.51438,20.4706,19.0246,18.08492,17.5816
132.678712589618,12.04038079638,19.79737,18.55022,18.0901,17.92339,17.85669
132.663155693631,12.1145415450721,19.8648,17.52149,16.59981,16.31302,16.13472
132.661348706598,12.1151550943581,22.72987,19.16971,17.75928,17.10887,16.71952
132.663852523685,12.1138709404256,21.29868,19.97533,19.7553,19.53769,19.6784
132.676721745447,12.0857336595679,20.40989,17.91559,16.59216,15.97976,15.61858
132.675170063697,12.0866465816227,24.85669,22.77398,22.01767,21.6268,21.12678
132.6774700496,12.0879031310959,23.86823,23.46098,22.23971,21.95557,22.33163
132.656352170051,12.1687737283519,21.36594,19.16214,18.21485,17.9452,17.71834
132.671908229634,12.118924563541,22.90103,19.51036,18.0813,17.35258,16.90031
132.66916594801,12.1177547033328,21.78436,20.93055,20.11399,19.75373,19.29378
132.673483909312,12.1184181439925,25.08806,23.27705,21.83544,21.38543,22.01205
132.68052068702,12.0891737931867,22.02893,19.65582,18.20897,17.48774,17.05118
132.678409921425,12.1055543794874,19.19043,17.48888,16.81697,16.61777,16.46869
132.67820152274,12.1150329379928,22.72828,19.59194,18.27095,17.77201,17.46293
132.675519056498,12.1124634612699,20.02852,19.05531,18.27902,17.91446,17.53851
132.686628593322,12.086604518113,21.62519,19.27779,17.83256,17.16347,16.79562
132.692519322603,12.0822156885259,18.49199,16.43359,15.64448,15.39991,15.26539
132.717345165334,12.0194919989121,19.41799,17.71859,17.0949,16.88664,16.76853
132.714450156012,12.0197428603479,22.90752,20.65822,19.25573,18.71235,18.41464
132.709263152348,12.0517252441099,19.10559,17.41574,16.74261,16.50986,16.36232
132.679940712066,12.1719311174025,20.88986,18.13596,17.08572,16.73369,16.52682
132.688200071585,12.1591092026944,21.31805,19.1195,17.71768,17.15455,16.80621
132.689435170946,12.1566443294692,21.60431,19.48056,18.03935,17.42122,17.04085
132.700561862101,12.1187378040852,18.77733,16.47902,15.49812,15.18832,14.99928
132.71448370892,12.076736480578,19.59648,18.28786,17.73393,17.57335,17.47109
132.714607947757,12.1010274487168,19.47517,17.05957,16.0761,15.72023,15.49715
132.695203698427,12.1781924234434,23.83472,19.81924,18.28182,17.53866,17.12532
132.580313184026,12.0220761676561,22.74157,20.28278,18.89764,17.7676,17.18633
132.548697125338,12.1733129913862,23.20075,20.11246,18.85297,18.2915,18.03101
132.611925692199,11.9791389511424,22.66837,20.59202,19.15765,18.12814,17.61267
132.612729660746,12.1026539603655,22.46881,20.01579,18.64537,18.03386,17.68176
132.638369092175,12.0214064935975,22.05904,20.06165,18.51414,17.38686,16.75268
132.611683064105,12.1568004130227,21.95092,20.26993,18.91393,18.00965,17.51021
132.660148372113,12.0021063156585,22.38546,20.65795,19.12495,17.93571,17.28864
132.638119533366,12.1630753361372,25.10014,20.2028,18.85538,18.29615,17.96535
132.680690319797,11.9982053919678,24.14392,20.67898,19.20264,18.23793,17.69252
132.66920244157,12.1068579806339,21.87057,19.74816,18.2763,17.81231,17.469
132.66666125152,12.121619300202,21.5633,19.18097,17.79224,17.37241,16.96485
132.69069801794,12.0893799857608,21.76812,19.96774,19.16766,18.87544,18.70811
132.709357737628,12.0251755192047,22.60201,20.72356,19.17587,18.05175,17.42551
132.713438229457,12.0271012640732,23.04985,20.74221,19.29218,18.11013,17.46265
132.688798534056,12.1433373991012,22.49629,20.03289,18.64522,17.94028,17.51103
132.71440283758,12.0501893515039,22.3316,20.15257,18.77147,17.58039,16.91039
132.715174671356,12.0528671664109,25.64944,22.33129,20.71702,19.98067,19.58739
132.717262356033,12.0876591378538,20.70363,19.06117,18.06507,17.57861,17.19468
132.577854199684,12.0506713263226,24.21157,20.97,19.64087,18.54182,17.96292
132.575075658273,12.0859452513479,25.41752,21.66776,20.04675,18.67439,17.93631
132.5922096885,12.0242327515654,22.38891,20.96645,19.58649,18.51269,17.951
132.595063556129,12.0233662386039,21.66924,19.41739,18.69316,18.248,17.98473
132.586442777209,12.0505892636942,24.16281,20.84329,19.4537,18.45878,17.96801
132.612988506997,12.0194400962041,22.40372,21.00017,19.48156,17.97288,17.21349
132.612520449114,12.0212592438792,25.5292,22.86039,21.96225,21.673,22.78967
132.634034140721,12.0808154080387,23.28336,21.54115,20.06769,18.74457,18.00395
132.633447965444,12.0794405439007,25.85101,22.05231,21.89825,23.12142,21.93947
132.632077511921,12.1472369364634,25.72821,21.27913,19.92385,18.75454,18.12835
132.646365041888,12.1778839635896,26.2039,20.83853,19.42092,18.4753,17.94097
132.68513548364,12.0303745237783,24.45012,21.96967,20.28113,18.83976,18.0376
132.683667530695,12.0381704332645,24.13429,20.81054,19.43295,18.71231,18.36472
132.681848069247,12.0362387885883,23.17106,21.64531,20.20052,19.0385,18.43465
132.666879566022,12.1852541083754,24.45016,20.87774,19.35608,18.2411,17.64722
132.571412224023,12.0981019081543,20.95604,19.83746,19.02986,18.59586,18.35194
132.577003658697,12.0932544094021,20.31379,19.22151,18.84278,18.56275,18.4234
132.621950520499,12.0577244464554,20.73437,19.98256,19.55676,19.3805,19.28539
132.61927632929,12.152316008417,21.1999,19.62526,19.11031,18.8146,18.5562
132.689367139166,12.1525978402552,21.19202,20.36908,19.97493,19.93496,19.85957
132.728100834954,12.0395955896364,21.2384,20.38836,19.9014,19.71388,19.87995
132.549500693691,12.1356156881041,23.11921,21.90889,21.27953,21.27105,21.44823
132.572683954463,12.0435631218138,22.40176,21.04331,21.05345,20.41917,20.56151
132.553356661105,12.1220380615458,22.63658,22.47541,20.97484,19.72897,18.98069
132.569303623811,12.0596963717865,23.02421,22.00079,21.41775,21.05476,20.655
132.549369397309,12.1400074030809,23.68365,22.53725,21.64566,20.49573,19.58961
132.577043232568,12.039349760391,23.30899,21.33669,21.07893,20.83835,20.59225
132.586627640788,12.0024230363259,23.76699,22.53238,21.5378,20.36741,19.86669
132.573667247106,12.0547014226224,25.00741,22.55249,20.99948,20.24973,20.08397
132.563600315103,12.0951547293785,26.27957,22.77276,21.90623,21.91693,21.02626
132.555167020687,12.1296225615945,26.04177,22.59944,21.29025,19.8675,19.23674
132.560166598516,12.115086349332,25.84333,22.6481,22.25627,22.4396,20.89147
132.327249708347,11.4969302350208,17.33043,16.03925,15.54548,15.38553,15.30888
132.328679258143,11.4986212462066,21.81025,20.25707,19.52764,19.2964,19.22966
132.335914575979,11.5857956629977,17.85415,16.38203,15.80919,15.64485,15.56966
132.342266866276,11.5751916095928,15.31391,14.15136,13.76694,13.66774,13.65026
132.344838035779,11.6149370772577,17.87455,16.62494,16.15446,16.05833,16.02919
132.347309005662,11.6145202363418,24.23693,20.95585,19.97812,19.71804,19.60562
132.358097966328,11.5633912224995,17.02278,15.87998,15.47121,15.37552,15.35942
132.376630003867,11.504589346138,16.36163,15.06667,14.58698,14.47188,14.43479
132.376327546384,11.5060365465375,19.66969,18.61123,18.4198,18.32485,18.84115
132.380668808156,11.5046478912546,22.48916,20.73813,20.30095,20.13837,20.12247
132.376768977945,11.5024854129547,24.84778,25.11298,22.11971,21.07315,20.78655
132.379030434476,11.506111232037,24.73936,24.78851,21.77116,23.46069,21.94195
132.374777215119,11.4999443859892,24.25961,25.91777,24.41369,21.72857,22.77459
132.374853321578,11.508283441809,24.901,26.5393,22.73373,22.20279,21.42486
132.376148466968,11.5002488329259,23.60033,23.95514,23.621,22.27948,22.88696
132.381580977164,11.5327090897165,20.2581,17.87741,16.3878,15.27262,14.68358
132.385102589089,11.525580935963,24.34078,22.10991,21.54326,20.87002,21.69647
133.04029838515,12.1471674935133,16.92523,15.42366,14.92745,14.80088,14.76593
133.041760195974,12.1450671126654,18.24163,16.17045,15.37135,15.13123,14.99856
133.03881821311,12.1492443214468,18.38319,17.03808,16.53617,16.39374,16.31153
133.037590896406,12.146108786427,25.73081,22.65173,21.61011,21.44229,21.1192
133.038248789014,12.1516745243245,23.75433,23.98836,22.40543,21.57227,21.19046
133.045024937213,12.1287389355846,18.1096,16.99855,16.736,16.70317,16.71149
133.04833464739,12.1283168533471,22.27555,21.41744,20.52078,20.21472,20.73771
133.057066421475,12.1094111842643,17.07759,15.45658,14.81665,14.60637,14.49585
133.059258114102,12.1068802623108,24.13429,21.66002,20.61086,20.26882,19.91432
133.041415899006,12.1752936188722,15.70067,14.37536,13.95554,13.8356,13.81619
133.044113151342,12.1719078027877,25.46155,20.99113,19.59958,18.69751,18.20928
133.041043411426,12.1789690198757,22.87576,21.27144,20.79641,20.58932,20.56464
133.034128418968,12.2628893175719,15.74432,14.43796,14.00766,13.88101,13.8475
133.033510197807,12.2657252953319,20.05228,17.53125,16.44876,16.07655,15.87914
133.034504560282,12.2602451024699,23.04084,20.24866,18.65492,17.65525,17.09982
133.032588750068,12.2693371149386,23.86089,21.1794,19.78181,19.2281,18.91932
133.072048975066,12.1182330644353,17.26669,15.60193,14.99431,14.81207,14.72554
133.071686125046,12.1218846077736,24.88503,21.2306,20.6679,20.37844,20.66251
133.058623335967,12.2122823331916,15.15899,13.91481,13.54605,13.44117,13.43177
133.058006048433,12.2147671711033,20.77591,18.27781,17.21127,16.80689,16.56979
133.067820927483,12.1871032021911,15.09377,14.13753,12.97307,12.4748,12.71973
133.072170319923,12.192929319378,21.10974,19.60977,18.89727,18.48203,18.3909
133.068553878912,12.1825691732141,25.24084,23.18471,21.65828,20.58755,20.48943
133.069548429956,12.1924844379973,22.90327,22.02246,21.39055,21.15995,21.86096
133.067269854513,12.1960370099174,23.69246,23.58291,23.43542,21.58135,23.53159
133.062310795801,12.1897500935108,26.25795,24.31156,23.17909,21.70329,23.96951
133.093702167925,12.1039423230125,17.8069,16.0247,15.33093,15.11526,15.00862
133.089539207325,12.1041466554127,17.37467,16.28375,15.9546,15.8553,15.8237
133.096122807177,12.1059562662966,23.46471,23.16518,21.19033,20.03933,19.5575
133.046473319472,12.2952350153979,14.08527,13.90741,13.14627,13.42192,12.20124
133.052792693804,12.2971255784988,23.09152,25.16666,23.28266,20.83279,20.54064
133.099977424271,12.1145544726066,15.47365,14.07309,13.56461,13.42143,13.36513
133.098842758747,12.1132311463193,24.87849,25.11435,24.80219,19.47246,18.43212
133.095868319427,12.1162036053035,24.73821,22.72338,21.18636,19.64614,18.95104
133.060740417334,12.2883523360975,16.54884,15.25463,14.81085,14.69398,14.65414
133.072773369608,12.2555020093469,14.17951,12.80152,12.44476,12.26907,12.63294
133.07339808252,12.2668813755673,17.2023,16.00129,15.43597,15.19251,15.06711
133.067035958949,12.2554630776384,25.4985,22.93788,22.7379,21.45435,20.75465
133.070911043058,12.2651551967456,24.3005,22.82476,22.34706,21.40013,21.09064
133.089856022662,12.2098026788317,17.17237,15.75663,15.21834,15.03845,14.97195
133.089928849704,12.2080572927508,23.41168,22.73318,20.76872,20.10952,19.6953
133.093994882974,12.1998735951058,14.43856,13.43155,12.94966,13.48772,12.79458
133.090487798541,12.2041234875181,23.68711,22.93792,22.39361,20.43859,19.8756
133.103419138286,12.2037175036998,17.61912,16.37991,15.93575,15.78888,15.74627
133.130520266619,12.1136014534803,17.8637,16.0445,15.33814,15.12017,15.0242
133.120736650482,12.1545625965528,18.45318,16.54125,15.69466,15.39042,15.23718
133.121463691534,12.1500606475431,23.36967,20.67354,19.19201,18.67552,18.42998
133.121595409898,12.1522694397431,25.31797,23.45963,21.64463,21.53925,19.12275
133.118640074849,12.1534803024323,24.90983,24.50042,23.987,20.87264,19.98792
133.117218844801,12.1539447802116,23.64349,22.62514,22.65734,22.47264,22.53076
133.089342510122,12.2854602950361,21.66914,19.72575,18.19424,17.13817,16.59879
133.090480334823,12.2810428609687,17.85084,17.34889,17.75249,16.98851,17.55998
133.08778073252,12.2823604929716,20.09235,18.64388,17.83146,17.4192,17.20729
133.13627854381,12.1069542381061,14.5587,13.7288,12.96254,12.56818,12.84149
133.140896935615,12.1044761981574,25.30939,23.84887,21.88024,20.41024,20.05319
133.134483019692,12.1101250415069,24.35338,24.27166,23.96133,20.94077,21.64157
133.106696505032,12.2300335671198,18.30123,17.15326,16.73639,16.56966,16.5062
133.104092860715,12.2756260466292,18.55414,17.32204,16.86203,16.68918,16.64446
133.140435923066,12.1337396226516,17.75375,16.40198,15.91018,15.74978,15.69091
133.125219423642,12.2026488684897,18.71743,17.00253,16.37587,16.14218,16.03331
133.142827659856,12.1576289674774,18.13767,17.1778,16.80662,16.66043,16.60233
133.167673675006,12.1434889013049,15.44022,12.30185,11.27397,10.93535,12.17489
133.165902172839,12.1454312545751,24.66236,17.92851,16.44374,15.66676,22.8637
133.164628234913,12.1320778007594,21.10528,18.87098,18.04947,17.56207,17.26877
133.16397182702,12.1400183448673,20.40081,27.88935,23.32373,26.30544,20.45563
133.148988762269,12.233033915639,16.077,14.6207,14.09366,13.92703,13.8675
133.001480034562,12.2687275421969,20.76884,19.37734,18.65603,18.24819,18.02811
133.038012507128,12.1601506769518,19.53264,18.49683,18.17651,18.10717,18.0834
133.032265986008,12.2022812326527,19.29592,16.99617,16.07071,15.76932,15.58551
133.035393652956,12.2017735688119,24.40262,21.54909,20.42767,20.01001,19.39743
133.041315522953,12.1945922815878,21.15357,19.6681,19.11758,18.86892,18.71888
133.075781433468,12.0952621165993,21.06906,19.21575,18.36803,18.03205,17.84151
133.076861772369,12.0937834350069,23.28447,21.33917,19.81478,19.19939,18.88644
133.044405332964,12.2246032015608,22.24677,19.87762,18.96364,18.66076,18.46307
133.043932398277,12.2260020129198,22.66085,19.94455,18.53554,17.95981,17.49849
133.040498388636,12.2607299353979,21.4316,19.49758,18.61486,18.28184,18.07638
133.047258546893,12.2387910742998,21.55949,19.8966,19.24226,18.96748,18.7898
133.045402464923,12.2597656538179,19.06497,17.73277,17.12031,16.88073,16.75599
133.046143541632,12.2559263409652,20.30448,19.03476,18.56108,18.39426,18.29053
133.076974342555,12.1394204691403,21.44075,19.06483,17.74265,17.13588,16.82173
133.078437041639,12.1389497797464,24.68393,22.64102,21.30074,20.16811,19.93468
133.052870264418,12.2694337561871,20.44274,18.83623,18.17641,17.91164,17.82129
133.058230874078,12.2724693250005,23.09883,23.79682,23.34943,21.50113,22.80539
133.057322171552,12.2764932962407,23.02051,22.6807,22.08289,21.72803,21.8178
133.048979577664,12.2727768739006,22.85059,23.33099,22.13094,22.15669,22.2751
133.066560667864,12.227244988371,22.15857,19.37594,18.11779,17.57412,17.27001
133.096293694531,12.144162243407,20.81705,19.5158,19.00942,18.79513,18.72676
133.06755100052,12.2738147432425,20.45034,18.01599,16.56004,15.84269,15.43753
133.106236534974,12.1461550209677,21.66104,19.0939,17.64483,16.98612,16.64421
133.113191886433,12.145434168641,21.35778,19.93249,19.29671,18.8857,18.5443
133.121233390867,12.1849034981134,20.23274,18.29677,17.43571,17.11603,16.97037
133.116652568482,12.211240840338,20.2795,17.80757,16.61722,16.11885,15.82939
133.115074661073,12.2082000915471,23.74984,20.80947,20.39212,20.22288,20.51496
133.11441810528,12.2262250860577,18.93521,17.73765,17.29457,17.11069,17.07243
133.136111536689,12.1505682936576,21.49973,19.59698,18.86708,18.59819,18.45001
133.138223346041,12.1511545041119,25.85426,23.01194,22.26584,22.00684,22.75632
133.138553584338,12.1419752809925,19.51944,18.16844,17.60777,17.37087,17.25995
133.114517300754,12.2659484229341,22.53733,19.46842,18.42437,17.96294,17.75728
133.155992491379,12.1194189128441,22.05824,19.4643,18.13998,17.61644,17.37468
133.127826051471,12.2485126102376,18.9769,17.25831,16.6268,16.39634,16.28721
133.124785499215,12.248614852061,24.12642,20.62398,19.14735,18.14576,17.63593
133.162105145586,12.1227157404611,21.04618,18.72872,17.31841,16.65781,16.26917
133.145327941423,12.2004308574613,20.9848,18.46272,16.99264,15.71576,15.02783
133.144548287725,12.2030413032639,22.71159,20.40578,19.05564,18.44389,18.05753
133.158061430027,12.1498702512404,19.17561,18.08432,17.71622,17.58646,17.51133
133.15597986848,12.1488272712937,24.10014,25.67849,22.57401,21.1935,21.18965
133.156226742231,12.1510497898631,25.09008,24.24001,25.47028,21.82624,22.85729
133.131463815543,12.26605966087,18.75273,17.56548,17.11988,16.94525,16.86672
133.169944763629,12.1336124405101,20.53342,18.14236,16.81815,16.17988,15.79309
133.143498037174,12.2780267581221,25.50454,21.33949,19.75907,18.81439,18.24685
133.030718745902,12.1245973198273,25.48401,20.6537,19.24332,18.5597,18.16058
132.997413645631,12.2718050991177,23.47835,20.03559,18.65766,18.05251,17.63052
133.007616128148,12.2622475341461,22.89841,20.41435,18.90816,17.99769,17.43823
133.013457555174,12.2695273022281,22.68122,19.98768,18.76416,18.33538,18.08115
133.024840396632,12.2321210771962,22.15056,19.9967,18.61483,17.15992,16.35993
133.022597421329,12.2479653187153,23.01411,20.61203,19.1899,18.30759,17.79503
133.031748085906,12.2256675645577,22.33673,20.20584,18.85869,18.34209,17.99447
133.018601153047,12.2868976233259,24.21473,19.99504,18.75381,18.25035,17.96025
133.048072673082,12.1783216893646,23.08419,20.18889,18.73518,17.92652,17.45217
133.046424675275,12.1765336468562,25.6265,24.16895,21.55415,20.91478,22.57006
133.06009201914,12.1727505044087,21.73686,19.71557,18.76665,18.37621,18.07921
133.062978548648,12.172238367919,23.84026,22.27795,20.74634,20.00751,19.70689
133.048470136783,12.2631584427267,24.5101,20.28638,18.79174,17.87254,17.38066
133.057264905166,12.2968552680499,22.98406,20.74883,19.2565,17.83674,17.12133
133.058462302339,12.2960622904877,25.17757,23.98287,21.86179,20.42975,19.90791
133.069592742544,12.2987718456214,29.11203,20.40435,18.03974,18.37884,21.51389
133.086692960744,12.1813585056018,22.191,20.05805,18.61788,17.6081,17.05499
133.135008257054,12.1803730281062,23.03031,20.34227,18.84443,17.91105,17.44485
133.136166326325,12.1816966482882,25.6618,23.26667,22.11929,21.40333,20.64897
133.153354914448,12.1308815920899,23.1788,19.95043,18.54973,17.89347,17.53717
133.157696663305,12.1556025792319,22.77594,20.479,19.03982,18.11586,17.58319
133.167544550153,12.1287498805438,22.94888,20.15276,18.65876,17.0596,16.21743
133.021976329992,12.2273593883187,23.89835,20.99273,19.45435,18.48252,17.89138
133.046403749432,12.2707081262975,24.61662,21.29801,19.76832,18.56632,17.90271
133.096899287451,12.1832722234703,23.86956,21.57,19.92965,18.66883,18.01732
133.125394893345,12.1088885158646,23.18483,21.45297,19.84139,18.51233,17.86622
133.093675436928,12.2526747433313,24.77863,20.96617,19.62694,18.22549,17.53649
133.116695824694,12.1797718244182,23.17216,21.31635,19.87118,18.58029,17.89362
133.126632970409,12.1407192027399,23.13187,20.95641,19.48451,18.65611,18.17337
133.114370331627,12.2859777175755,23.19267,21.22992,19.56168,18.1418,17.40343
133.114106693186,12.2850466000356,24.23174,21.28314,19.7541,18.31268,17.61025
133.112606600507,12.2861275658592,25.01691,22.47383,21.39758,20.39905,20.77066
133.152221624442,12.1685132868726,24.36396,20.96911,19.45554,18.46416,17.87642
133.151848356545,12.1852723612634,25.34429,20.87752,19.55709,18.28771,17.58891
133.0009511499,12.2365528403563,20.75804,20.29914,20.23725,20.28254,20.1889
133.063824431685,12.0946867701481,21.37608,21.48855,21.05179,21.25047,20.84301
133.046814628084,12.1854865313642,21.83084,20.88034,20.00132,19.60908,19.47603
133.047840932921,12.1851054105853,21.88911,20.30988,19.54667,19.26791,19.16892
133.031431582487,12.2560939573298,21.3333,20.08511,19.94124,20.08171,19.82316
133.029510320631,12.2549900710619,24.3633,20.97512,20.18378,19.92545,19.63058
133.039947159704,12.2318691107889,21.26966,20.98126,20.26113,20.50549,20.93072
133.07514719397,12.1291066653952,23.38262,23.59249,22.19603,20.94715,20.3282
133.085583718412,12.1334452943791,22.51995,22.53106,21.99091,22.30948,22.29284
133.093056375493,12.1292655179578,20.5524,19.63573,18.91936,18.54421,18.37117
133.097542615173,12.1335883803637,23.41874,22.48392,22.35302,22.89873,22.20361
133.09666106007,12.1266259026081,22.02655,19.59998,18.34854,17.85054,17.59857
