intentType,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,dataproduct_type,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,proposal_type,sequence_number,s_region,jpegURL,mtFlag,srcDen,obsid,objID,distance,MatchID,MatchRA,MatchDEC,dstArcSec,skyVersion,run,rerun,camcol,field,obj,mode,nChild,type,clean,probPSF,insideMask,flags,flags_u,flags_g,flags_r,flags_i,flags_z,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,petroR50_r,petroR90_r,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,fracDeV_u,fracDeV_g,fracDeV_r,fracDeV_i,fracDeV_z,psffwhm_u,psffwhm_g,psffwhm_r,psffwhm_i,psffwhm_z,resolveStatus,thingId,balkanId,nObserve,nDetect,calibStatus_u,calibStatus_g,calibStatus_r,calibStatus_i,calibStatus_z,cx,cy,cz,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,htmID,fieldID,specObjID,size
science,K2,Kepler,K2,kepler,OPTICAL,ktwo211412077,,ktwo211412077-c16_lc,132.82725,11.822629,GO16064,,timeseries,2,58094.9694536227,58174.5174707176,1800,418400000000,905000000000,,NaN,K2,16,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,https://archive.stsci.edu/missions/k2/previews/c16/211400000/12000/ktwo211412077-c16_llc_bw_large.png,False,NaN,9500492793,9500492774,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,K2,kepler,OPTICAL,ktwo211412077,,ktwo211412077-c16_sc,132.82725,11.822629,GO16064,,timeseries,2,58094.9595772338,58174.5273469444,60,418400000000,905000000000,,NaN,K2,16,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,https://archive.stsci.edu/missions/k2/previews/c16/211400000/12000/ktwo211412077-c16_slc_bw_large.png,False,NaN,9500492794,9500522179,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,K2,kepler,OPTICAL,ktwo211412077,,ktwo211412077-c18_lc,132.82725,11.822629,GO18004,,timeseries,2,58251.0412678935,58301.9005065162,1800,NaN,NaN,,NaN,K2,18,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,https://archive.stsci.edu/missions/k2/previews/c18/211400000/12000/ktwo211412077-c18_llc_bw_large.png,False,NaN,9500605030,9500604987,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,K2,kepler,OPTICAL,ktwo211412077,,ktwo211412077-c18_sc,132.82725,11.822629,GO18004,,timeseries,2,58251.0313917361,58301.9103827546,60,NaN,NaN,,NaN,K2,18,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,https://archive.stsci.edu/missions/k2/previews/c18/211400000/12000/ktwo211412077-c18_slc_bw_large.png,False,NaN,9500605031,9500622587,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,hlsp_polar,kepler,OPTICAL,polar211412077,,polar211412077-c05_lc,132.82725,11.822629,GO5074,,timeseries,2,57139.1061884259,57213.9340375347,6465126,418400000000,905000000000,,NaN,hlsp_polar,5,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,http://archive.stsci.edu/hlsps/polar/c05/211400000/12077/hlsp_polar_k2_lightcurve_211412077-c05_kepler_v1_llc-small.png,False,NaN,9700070562,9700070562,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,hlsp_everest,kepler,OPTICAL,everest211412077,,everest211412077-c16_lc,132.82725,11.822629,GO16064,,timeseries,2,58094.9694536227,58174.5174707176,180,NaN,NaN,,NaN,hlsp_everest,18,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,http://archive.stsci.edu/hlsps/everest/v2/c16/211400000/12077/hlsp_everest_k2_llc_211412077-c16_kepler_v2.0_dvs-prev.png,False,NaN,9600264151,9600264151,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,hlsp_everest,kepler,OPTICAL,everest211412077,,everest211412077-c18_lc,132.82725,11.822629,GO18004,,timeseries,2,58251.0412678935,58301.9005065162,180,NaN,NaN,,NaN,hlsp_everest,18,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,http://archive.stsci.edu/hlsps/everest/v2/c18/211400000/12077/hlsp_everest_k2_llc_211412077-c18_kepler_v2.0_dvs-prev.png,False,NaN,9600340430,9600340430,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,hlsp_k2sc,kepler,OPTICAL,k2sc211412077,,k2sc211412077-c05_lc,132.82725,11.822629,GO5074,,timeseries,2,57139.1061884259,57213.9340375347,1800,418400000000,905000000000,,NaN,hlsp_k2sc,5,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,https://archive.stsci.edu/hlsps/k2sc/v2/c05/211400000/hlsp_k2sc_k2_llc_211412077-c05_kepler_v2_lc-pdc.png,False,NaN,9400068088,9400068088,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211412077,,k2sff211412077-c05_lc,132.82725,11.822629,GO5074,,timeseries,2,57139.1061884259,57213.9340375347,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/12077/hlsp_k2sff_k2_lightcurve_211412077-c05_kepler_v1_llc.png,False,5885,9200168030,9200168030,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211412077,,k2sff211412077-c16_lc,132.82725,11.822629,GO16064,,timeseries,2,58094.9694536227,58174.5174707176,1800,418400000000,905000000000,,NaN,hlsp_k2sff,16,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,http://archive.stsci.edu/hlsps/k2sff/c16/211400000/12077/hlsp_k2sff_k2_lightcurve_211412077-c16_kepler_v1_llc.png,False,NaN,9200357525,9200357525,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211412077,,k2sff211412077-c18_lc,132.82725,11.822629,GO18004,,timeseries,2,58251.0412678935,58301.9005065162,1800,418400000000,905000000000,,NaN,hlsp_k2sff,-999,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,http://archive.stsci.edu/hlsps/k2sff/c18/211400000/12077/hlsp_k2sff_k2_lightcurve_211412077-c18_kepler_v1_llc.png,False,NaN,9200398843,9200398843,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,K2,kepler,OPTICAL,ktwo211412077,,ktwo211412077-c05_lc,132.82725,11.822629,GO5074,,timeseries,2,57139.1061884259,57213.9340375347,1800,418400000000,905000000000,,NaN,K2,5,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,https://archive.stsci.edu/missions/k2/previews/c5/211400000/12000/ktwo211412077-c05_llc_bw_large.png,False,5885,9500084954,9500084954,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,K2,kepler,OPTICAL,ktwo211412077,,ktwo211412077-c05_sc,132.82725,11.822629,GO5074,,timeseries,2,57139.0963121528,57213.9439137268,60,NaN,NaN,,NaN,K2,18,POLYGON ICRS 132.82497982 11.82485100 132.82497986 11.82040700 132.82952014 11.82040700 132.82952018 11.82485100,https://archive.stsci.edu/missions/k2/previews/c5/211400000/12000/ktwo211412077-c05_slc_bw_large.png,False,NaN,9500630726,9500630726,73.4652005710384,1237671125370339660,132.827226154244,11.8226236464477,0.0862056577070283,2,5972,301,6,117,332,1,0,6,0,1,0,483854106104340,2305843009482822164,2603247710658007060,2607751310285373460,2603247710658002964,2305843284360990740,14.18957,15.03993,14.9615,15.68622,12.32512,0.013547,0.1403038,0.1353071,10.89205,0.01085906,14.18218,14.06608,13.90196,14.27834,12.33308,0.006835643,0.03720772,0.03336832,2.98093,0.01236115,1.531131,2.935938,14.83877,14.45756,14.16068,15.01857,13.07728,0.004678125,0.009824365,0.009848503,0.01269252,0.005018164,14.18262,14.73661,14.28232,15.02946,12.32402,0.003366187,0.01009079,0.01009018,0.01241433,0.003257951,1,0.7220996,0.2691858,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706652,5063109,2,2,24577,24577,24577,24577,24577,-0.665369207667338,0.717848841155226,0.204882548647359,0.1464619,0.1141221,0.07894916,0.05866769,0.04363798,16298259428442,1237671125370339328,0,2.79452978938755
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211414597,,k2sff211414597-c05_lc,132.805634,11.861153,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.80336350 11.86337500 132.80336354 11.85893100 132.80790446 11.85893100 132.80790450 11.86337500,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/14597/hlsp_k2sff_k2_lightcurve_211414597-c05_kepler_v1_llc.png,False,5885,9200168184,9200168184,220.537485850515,1237671125370339644,132.805614888542,11.8611379302123,0.0864686530024159,2,5972,301,6,117,316,1,0,6,0,1,0,202379129393172,2305843009482686484,2305843009484132372,2598744111030632468,2594240511403261972,2305843284360990740,15.96193,13.97634,13.92598,15.74956,12.66185,0.01404177,0.009112641,0.02592861,0.04378183,0.01099747,15.98276,13.99711,13.5911,14.41027,12.66622,0.005133319,0.01394521,0.01314477,0.008907313,0.009729703,1.007578,2.048537,16.04569,14.12547,13.77328,15.75136,12.78968,0.005681044,0.003257115,0.009919369,0.01341824,0.003599286,15.95388,13.979,13.75909,15.3823,12.64061,0.005227186,0.002983038,0.009948281,0.01166524,0.003255263,1,0.9327258,0.9378657,1,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706643,5063109,2,2,24577,24577,24577,24577,24577,-0.665004662203519,0.717998555193979,0.20554044367701,0.1495809,0.1165524,0.08063041,0.05991703,0.04456726,16298256690590,1237671125370339328,0,2.21643267761331
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211401583,,k2sff211401583-c05_lc,132.794907,11.66414,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.79263813 11.66636200 132.79263817 11.66191800 132.79717583 11.66191800 132.79717587 11.66636200,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/01583/hlsp_k2sff_k2_lightcurve_211401583-c05_kepler_v1_llc.png,False,5885,9200168963,9200168963,490.991462583775,1237671262272225746,132.794889885314,11.664122666648,0.0868029316405301,2,6004,301,5,114,466,1,0,6,0,1,0,202381275303952,268599312,268468240,871613653932474384,268603408,268468240,16.32802,14.94087,14.44782,14.33,14.25055,0.01568867,0.01384037,0.01078467,0.01462989,0.01187577,16.33072,14.95012,14.47423,14.3111,14.24384,0.009035662,0.008932321,0.00573273,0.009212748,0.0044917,0.9834542,2.112778,16.42501,15.01954,14.54508,14.35293,14.28641,0.007102059,0.004043843,0.006655986,0.004398822,0.005107974,16.32726,14.93614,15.03097,14.29579,14.22928,0.006363886,0.003690584,0.01062461,0.004015622,0.004593864,1,1,0.9019693,1,1,1.04932,1.138515,1.285287,1.002268,0.9694255,257,215943923,5121897,3,3,24577,24705,24705,24577,24577,-0.665346477791087,0.718637392937827,0.202174088256922,0.1219777,0.09504417,0.06575111,0.04886013,0.03634296,16298246738661,1237671262272225280,3.00290733731385E+18,2.2234861302905
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211416168,,k2sff211416168-c05_lc,133.00061,11.884708,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.99833931 11.88693000 132.99833934 11.88248600 133.00288066 11.88248600 133.00288069 11.88693000,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/16168/hlsp_k2sff_k2_lightcurve_211416168-c05_kepler_v1_llc.png,False,5885,9200168265,9200168265,679.106222997917,1237671125370470423,133.000588860606,11.8847204070125,0.0868380053844479,2,5972,301,6,119,23,1,0,6,0,1,0,72163216177365012,72127963218870293,303595540,4503599930966036,303595540,302546964,22.89279,20.26334,18.79702,17.65329,17.12162,0.4306858,0.02378473,0.01329396,0.00985749,0.02021986,23.77634,20.38251,18.95467,17.67159,17.25963,1.593528,0.0371063,0.01884119,0.009061435,0.02967959,0.7059282,1.359611,23.07761,20.27951,18.8327,17.64581,17.14839,0.4079396,0.01989131,0.009838372,0.006466758,0.01139741,23.07663,20.27939,18.8327,17.63037,17.1488,0.7431,0.02662646,0.009838372,0.006462223,0.0113974,0,0,1,1,0,1.467448,1.45959,1.432171,1.450129,1.379933,257,218297554,5063147,2,2,24577,24577,24577,24577,24577,-0.667386358125463,0.715669501220458,0.205943230068121,0.1504842,0.1172563,0.08111735,0.06027889,0.04483642,16298248233893,1237671125370470400,0,1.4725538466085
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211412953,,k2sff211412953-c05_lc,132.820755,11.835937,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.81848471 11.83815900 132.81848475 11.83371500 132.82302525 11.83371500 132.82302529 11.83815900,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/12953/hlsp_k2sff_k2_lightcurve_211412953-c05_kepler_v1_llc.png,False,5885,9200168085,9200168085,121.573301902648,1237671125370339678,132.820731741635,11.835928919489,0.0869598103002009,2,5972,301,6,117,350,1,0,6,0,1,0,483854106103828,2305843009482821652,2594240511403266068,2598744111030636564,2603247710658002964,2305843284360990740,14.6342,14.69747,14.35358,15.33809,12.92543,0.01352678,0.0417796,0.05919845,10.55561,0.01173377,14.63801,14.10098,13.81238,14.43559,12.93643,0.002658237,0.02379046,0.01846026,2.131999,0.01811888,1.140263,2.256191,14.80969,14.41638,13.96281,15.12774,13.16706,0.003998571,0.0103378,0.01037195,0.01191644,0.003867914,14.61959,14.41143,13.96281,15.03828,12.91714,0.003620275,0.01033202,0.01037195,0.01175492,0.003335822,1,0,0,0,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706662,5063109,2,2,24577,24577,24577,24577,24577,-0.665255479007173,0.717889338346976,0.205109837742311,0.1482283,0.1154985,0.07990133,0.05937525,0.04416428,16298259338373,1237671125370339328,0,2.50777694344196
